date;province;ine_code;ccaa;new_cases;PCR;TestAc;activos;hospitalized;hospitalized_accumulated;hospitalized_new;intensive_care;deceased;cases_accumulated;cases_accumulated_PCR;recovered;deceased_hosp_eus;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_ag;num_casos_prueba_elisa;num_casos_prueba_desconocida;num_casos_cum1;num_casos2;num_hosp;num_uci;num_def;num_casos_cum2;num_hosp_cum;num_uci_cum;num_def_cum;poblacion;cases_per_cienmil;intensive_care_per_1000000;deceassed_per_100000;hospitalized_per_100000;cases_14days;cases_7days;cases_PCR_14days;cases_PCR_7days;daily_cases;daily_cases_avg7;daily_cases_PCR;daily_cases_PCR_avg7;daily_deaths;daily_deaths_hosp_eus;daily_deaths_inc;daily_deaths_avg3;daily_deaths_avg7;daily_deaths_avg7_hosp_eus;deaths_last_week;num_casos_avg7;num_casos_prueba_pcr_avg7;num_casos2_avg7;ia14;source_name;source;comments
04/05/2021;Badajoz;6;Extremadura;38;0;0;0;24;0;0;4;904;0;49833;0;0;0;0;0;0;0;0;0;35;3;0;1;48760;3397;311;917;673559;0;59;13421;356;0;0;673;301;38;43;38;43;1;0;1;3;4;0;3;0;0;424;999;0;0;
04/05/2021;Balears, Illes;7;Balears, Illes;0;37;0;1359;45;0;0;21;824;59275;0;0;0;0;0;0;0;0;0;0;50;0;1;0;59547;4588;728;834;1149460;515677;183;7169;391;739;386;704;356;36;484;37;509;1;0;1;0;11;0;4;0;0;531;612;Conselleria de Salut i Consum - Govern Illes Balears;"https://www.caib.es/sites/covid-19/es/situacion_sanitaria_covid-19/;https://covid19ib.maps.arcgis.com/apps/opsdashboard/index.html#/c1cde29b86bd431287fd4225bb4193a4";
04/05/2021;Barcelona;8;Cataluña;0;743;0;0;1021;0;0;258;17737;479492;443719;0;0;0;0;0;0;0;0;0;1079;42;2;10;435153;34798;2876;11123;5664579;846474;455;31312;1802;14790;6726;14173;6452;1104;9609;1060;9217;12;0;1;103;10;0;70;0;0;10227;2502;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
04/05/2021;Bizkaia;48;País Vasco;366;0;0;0;0;0;0;0;0;95384;0;0;0;0;0;0;0;0;0;0;363;33;3;5;95610;10369;909;2415;1152651;827518;0;0;0;5207;2466;0;0;366;3523;0;0;0;0;0;0;0;0;0;0;0;3476;4517;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""test diagnósitcos"". 7 en personas con residencia fuera de Euskadi"
04/05/2021;Burgos;9;Castilla y León;76;0;0;0;75;0;0;17;1367;0;35058;0;0;0;0;0;0;0;0;0;75;11;2;1;33542;3918;360;816;356958;0;476;38296;2101;0;0;1092;543;76;776;76;776;1;0;1;13;1;0;7;0;0;759;3059;0;0;
04/05/2021;Cáceres;10;Extremadura;35;0;0;0;27;0;0;6;854;0;24407;0;0;0;0;0;0;0;0;0;35;2;0;1;24817;2522;205;861;394151;0;152;21667;685;0;0;418;244;35;349;35;349;1;0;1;3;1;0;1;0;0;351;1061;0;0;
04/05/2021;Cádiz;11;Andalucía;0;0;0;0;122;0;0;31;1453;79041;0;0;0;0;0;0;0;0;0;0;86;7;0;1;77419;5440;622;1413;1240155;637348;25;11716;984;1861;747;0;0;76;1186;0;0;7;0;5;0;28;0;18;0;0;92;1501;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Cantabria;39;Cantabria;0;70;0;0;114;0;0;27;562;30369;29000;0;0;0;0;0;0;0;0;0;70;12;2;1;29219;3145;442;558;581078;522632;465;9672;1962;1432;681;1438;685;70;973;70;979;1;0;2;3;1;0;1;0;0;976;2475;Servicio Cántabro de Salud;"https://serviweb.scsalud.es:10443/ficheros/COVID19_historico.csv;https://www.scsalud.es/coronavirus";0
04/05/2021;Castellón/Castelló;12;Comunitat Valenciana;30;0;0;0;39;0;0;14;797;40363;0;0;0;0;0;0;0;0;0;0;21;2;0;0;40036;3455;426;792;579962;695959;241;13742;672;485;215;0;0;30;307;0;0;1;0;1;0;8;0;5;0;0;269;836;0;0;
04/05/2021;Ceuta;51;Ceuta;2;0;0;0;21;0;0;6;108;5768;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5768;375;53;109;84777;680373;708;12739;2477;104;22;0;0;2;47;0;0;1;0;9;13;5;0;4;0;0;31;1227;Sanidad;https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Actualizacion_368_COVID-19.pdf;
04/05/2021;Ciudad Real;13;Castilla - La Mancha;0;34;0;0;77;0;0;22;1711;0;45709;0;0;0;0;0;0;0;0;0;67;3;0;0;45245;5619;320;1708;495761;0;444;34513;1553;0;0;1017;489;0;0;34;70;2;0;1;0;6;0;4;0;0;656;2051;0;0;
04/05/2021;Córdoba;14;Andalucía;0;0;0;0;113;0;0;40;938;50415;0;0;0;0;0;0;0;0;0;0;100;8;1;0;50109;4335;534;939;782979;643887;511;1198;1443;1581;701;0;0;104;994;0;0;0;0;0;0;9;0;2;0;0;894;2019;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Coruña, A;15;Galicia;0;0;0;0;94;0;0;16;1162;57431;0;0;0;0;0;0;0;0;0;0;72;8;1;0;54580;6275;991;1103;1119596;512962;143;10379;84;956;451;0;0;60;644;60;644;0;0;0;0;1;0;1;0;0;623;854;0;0;0
04/05/2021;Cuenca;16;Castilla - La Mancha;0;16;0;0;13;0;0;2;538;0;19108;0;0;0;0;0;0;0;0;0;23;0;0;0;20264;2493;142;557;196329;0;102;27403;662;0;0;329;161;0;0;16;23;1;0;2;0;3;0;1;0;0;217;1676;0;0;
04/05/2021;Gipuzkoa;20;País Vasco;236;0;0;0;0;0;0;0;0;64771;0;0;0;0;0;0;0;0;0;0;244;0;0;1;65607;2562;263;1198;723576;895151;0;0;0;4475;1900;0;0;236;2714;0;0;0;0;0;0;0;0;0;0;0;271;6185;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""test diagnósitcos"". 7 en personas con residencia fuera de Euskadi"
04/05/2021;Girona;17;Cataluña;0;138;0;0;161;0;0;46;2113;64454;61972;0;0;0;0;0;0;0;0;0;194;4;0;0;60676;1936;179;1419;771044;835932;597;27404;2088;2885;1410;2861;1404;209;2014;207;2006;1;0;0;3;2;0;14;0;0;2071;3711;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
04/05/2021;Granada;18;Andalucía;0;0;0;0;352;0;0;96;1693;83219;0;0;0;0;0;0;0;0;0;0;343;29;3;2;82557;7516;965;1661;914678;909817;105;18509;3848;3971;1918;0;0;174;2566;0;0;4;0;2;0;33;0;18;0;0;2614;4341;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Guadalajara;19;Castilla - La Mancha;0;41;0;0;54;0;0;19;620;0;25210;0;0;0;0;0;0;0;0;0;70;0;0;0;24649;1553;106;613;257762;0;737;24053;2095;0;0;1189;514;0;0;41;737;1;0;2;0;6;0;3;0;0;623;4613;0;0;
04/05/2021;Huelva;21;Andalucía;0;0;0;0;69;0;0;11;364;28586;0;0;0;0;0;0;0;0;0;0;82;6;2;0;28510;2094;154;364;521870;547761;211;6975;1322;1206;560;0;0;44;77;0;0;1;0;3;0;6;0;2;0;0;744;2311;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Huesca;22;Aragón;57;0;0;808;47;1612;1612;9;476;17916;0;0;0;0;0;0;0;0;0;0;55;2;0;0;17819;1646;185;476;220461;812661;408;21591;2132;512;244;0;0;57;349;0;0;0;0;0;0;1;0;1;0;0;339;2322;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
04/05/2021;Jaén;23;Andalucía;0;0;0;0;118;0;0;15;959;46925;0;0;0;0;0;0;0;0;0;0;98;7;2;5;46674;4322;402;945;633564;740651;237;15137;1862;1787;786;0;0;63;1074;0;0;3;0;3;0;18;0;11;0;0;986;2821;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;León;24;Castilla y León;65;0;0;0;49;0;0;22;2108;0;39752;0;0;0;0;0;0;0;0;0;77;7;1;0;37548;4601;286;924;460001;0;478;45826;1065;0;0;761;392;65;56;65;56;7;0;3;27;23;0;16;0;0;547;1654;0;0;
04/05/2021;Lleida;25;Cataluña;0;75;0;0;123;0;0;29;792;43013;41593;0;0;0;0;0;0;0;0;0;112;0;0;0;41722;1113;111;623;434930;988964;667;1821;2828;1699;714;1677;704;100;102;97;1006;1;0;1;1;17;0;12;0;0;1139;3856;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
04/05/2021;Lugo;27;Galicia;0;0;0;0;10;0;0;3;213;12511;0;0;0;0;0;0;0;0;0;0;14;0;0;0;12320;1160;143;218;329587;379596;91;6463;303;200;104;0;0;15;149;15;149;0;0;0;0;0;0;0;0;0;164;607;0;0;0
04/05/2021;Madrid;28;Madrid, Comunidad de;0;0;0;0;2547;111026;268;544;16752;0;701295;0;0;0;0;0;0;0;0;0;1648;182;18;17;689925;98282;7440;15136;6663394;0;816;2514;3822;0;0;23232;9866;0;0;1661;14094;19;0;1;18;169;0;118;0;0;13931;3487;"Consejería de Sanidad de la Comunidad de Madrid;Instituto de Salud Carlos III via @alfonsotwr;Comunidad de Madrid";"https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-series.csv;https://www.comunidad.madrid/servicios/salud/2019-nuevo-coronavirus#situacion-epidemiologica-actual;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-historico.csv;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-pcr.csv";0
04/05/2021;Málaga;29;Andalucía;0;0;0;0;149;0;0;30;1627;96830;0;0;0;0;0;0;0;0;0;0;239;15;1;0;94975;7761;731;1610;1661785;582687;181;9791;897;2530;1237;0;0;191;1584;0;0;5;0;3;0;2;0;13;0;0;1739;1522;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Melilla;52;Melilla;0;19;0;335;18;0;0;4;92;0;8771;8344;0;0;0;0;0;0;0;0;18;0;0;2;8775;669;110;92;86487;0;462;10637;2081;0;0;287;95;0;0;19;136;2;0;22;1;4;0;3;0;0;131;3318;Ingesa Melilla - Twitter;https://twitter.com/MelillaGobierno/status/1389876537906847745?s=20;
04/05/2021;Murcia;30;Murcia, Región de;66;0;108544;0;71;0;0;26;1595;110966;0;0;0;0;0;0;0;0;0;0;81;9;1;0;111189;9017;1177;1592;1493898;742795;174;10677;475;1049;481;0;0;66;687;0;0;1;0;1;7;6;0;4;0;0;746;702;Cuenta de Twitter del Gobierno de la Región de Murcia;https://twitter.com/regiondemurcia/status/1389909734187278336;
04/05/2021;Navarra;31;Navarra, Comunidad Foral de;0;109;0;0;127;0;0;31;1173;0;60146;0;0;0;0;0;0;0;0;0;112;10;0;1;60491;5817;558;1162;654214;0;474;1793;1941;0;0;2024;928;0;0;109;1326;1;0;1;23;16;0;11;0;0;1353;3094;Gobierno de Navarra;https://www.navarra.es/es/noticias/2021/05/05/detectados-109-nuevos-casos-de-covid-19-en-navarra-tras-realizarse-3.115-pruebas?pageBackId=363032&back=true;
04/05/2021;Ourense;32;Galicia;0;0;0;0;25;0;0;8;416;15404;0;0;0;0;0;0;0;0;0;0;25;1;0;0;15175;2032;178;419;307651;500697;26;13522;813;250;129;0;0;28;184;28;184;0;0;0;0;0;0;0;0;0;179;813;0;0;0
04/05/2021;Palencia;34;Castilla y León;15;0;0;0;17;0;0;11;798;0;18962;0;0;0;0;0;0;0;0;0;16;4;0;1;18562;2073;242;539;160980;0;683;49571;1056;0;0;235;109;15;156;15;156;0;0;0;1;1;0;7;0;0;177;146;0;0;
04/05/2021;Palmas, Las;35;Canarias;73;73;0;790;103;0;0;46;318;29102;29102;0;0;0;0;0;0;0;0;0;74;5;1;1;28433;2507;601;315;1120406;259745;411;2838;919;842;419;842;419;73;599;73;599;1;0;3;3;6;0;4;0;0;607;752;0;0;descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/canarias/canarias_full.R
04/05/2021;Pontevedra;36;Galicia;0;0;0;0;71;0;0;21;600;37585;0;0;0;0;0;0;0;0;0;0;97;10;2;0;40751;3807;488;637;942665;39871;223;6365;753;1187;539;0;0;86;77;86;77;0;0;0;3;7;0;5;0;0;819;1259;0;0;0
04/05/2021;Rioja, La;26;Rioja, La;0;0;0;607;53;0;0;22;760;0;29758;0;0;0;0;0;0;0;0;0;85;7;0;1;29920;3369;376;762;316798;0;694;2399;1673;0;0;804;346;0;0;75;462;0;0;0;0;4;0;3;0;0;597;2538;Gobierno de La Rioja  - DATOS COVID en tiempo real;https://docs.google.com/spreadsheets/d/11dMDMmOq3t2Hb35BH33X0wG4xqv8SQC1av3RM1EdXRY/edit#gid=2020928690;
04/05/2021;Salamanca;37;Castilla y León;28;0;0;0;30;0;0;10;1681;0;31877;0;0;0;0;0;0;0;0;0;33;2;0;0;30046;3696;222;984;330119;0;303;50921;909;0;0;541;247;28;353;28;353;0;0;0;3;6;0;4;0;0;296;1639;0;0;
04/05/2021;Santa Cruz de Tenerife;38;Canarias;88;88;0;1084;132;0;0;27;424;24179;24179;0;0;0;0;0;0;0;0;0;87;5;2;2;23635;2609;477;419;1032983;23407;261;4105;1278;1253;582;1253;582;88;831;88;831;2;0;5;7;6;0;4;0;0;826;1213;0;0;descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/canarias/canarias_full.R
04/05/2021;Segovia;40;Castilla y León;29;0;0;0;19;0;0;9;973;0;17222;0;0;0;0;0;0;0;0;0;14;3;0;0;15550;1749;170;615;153129;0;588;63541;1241;0;0;426;180;29;257;29;257;0;0;0;3;6;0;4;0;0;227;2782;0;0;
04/05/2021;Sevilla;41;Andalucía;0;0;0;0;285;0;0;79;1938;119875;0;0;0;0;0;0;0;0;0;0;415;25;6;1;118652;9892;1005;1920;1942389;617152;407;9977;1467;5241;2321;0;0;281;339;0;0;10;0;5;0;39;0;25;0;0;327;2698;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
04/05/2021;Soria;42;Castilla y León;12;0;0;0;13;0;0;8;618;0;9760;0;0;0;0;0;0;0;0;0;7;0;0;1;8219;1224;118;428;88636;0;903;69723;1467;0;0;147;79;12;113;12;113;0;0;0;7;7;0;5;0;0;101;1658;0;0;
04/05/2021;Tarragona;43;Cataluña;0;92;0;0;120;0;0;46;1283;51707;50252;0;0;0;0;0;0;0;0;0;127;4;0;1;49139;2239;218;1124;804664;642591;572;15945;1491;1495;677;1470;666;133;967;133;951;2;0;2;13;1;0;7;0;0;1033;1827;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
04/05/2021;Teruel;44;Aragón;13;0;0;279;9;1314;1314;0;415;13544;0;0;0;0;0;0;0;0;0;0;12;2;0;0;13422;1417;121;414;134137;1009714;0;30939;671;192;89;0;0;13;127;0;0;0;0;0;0;0;0;0;0;0;13;1431;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
04/05/2021;Toledo;45;Castilla - La Mancha;0;84;0;0;208;0;0;32;2187;0;67882;0;0;0;0;0;0;0;0;0;181;9;1;3;69465;5930;452;2146;694844;0;461;31475;2993;0;0;2105;1126;0;0;84;1527;3;0;1;0;29;0;20;0;0;1516;3029;0;0;
04/05/2021;Valencia/València;46;Comunitat Valenciana;58;0;0;0;91;0;0;30;3754;204064;0;0;0;0;0;0;0;0;0;0;73;3;0;0;203743;18668;1662;3763;2565124;795533;117;14635;355;1216;556;0;0;58;794;0;0;6;0;2;0;31;0;22;0;0;641;474;0;0;
04/05/2021;Valladolid;47;Castilla y León;49;0;0;0;81;0;0;34;1912;0;50686;0;0;0;0;0;0;0;0;0;47;6;0;2;50291;6216;551;1509;519546;0;654;36801;1559;0;0;810;350;49;50;49;50;3;0;2;13;3;0;21;0;0;447;1559;0;0;
04/05/2021;Zamora;49;Castilla y León;8;0;0;0;25;0;0;4;720;0;13249;0;0;0;0;0;0;0;0;0;20;2;0;1;12623;1775;136;523;172539;0;232;4173;1449;0;0;179;82;8;117;8;117;1;0;1;3;7;0;5;0;0;114;1037;0;0;
04/05/2021;Zaragoza;50;Aragón;307;0;0;4963;317;9315;9315;60;2530;87967;0;0;0;0;0;0;0;0;0;0;302;30;3;1;87111;9399;889;2538;964693;911865;622;26226;3286;3247;1757;0;0;307;251;0;0;1;0;0;7;14;0;10;0;0;2493;3366;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
05/05/2021;Albacete;2;Castilla - La Mancha;0;27;0;0;16;0;0;5;885;0;28521;0;0;0;0;0;0;0;0;0;16;1;0;0;27630;3325;389;837;388167;0;129;22799;412;0;0;252;139;0;0;27;197;1;0;1;3;1;0;1;0;0;19;649;0;0;
05/05/2021;Alicante/Alacant;3;Comunitat Valenciana;44;0;0;0;42;0;0;12;2799;146567;0;0;0;0;0;0;0;0;0;0;49;2;0;0;146130;12760;1322;2790;1858683;788553;65;15059;226;665;318;0;0;44;454;0;0;4;0;1;4;26;0;20;0;0;433;358;0;0;
05/05/2021;Almería;4;Andalucía;0;0;0;0;104;0;0;36;814;53456;0;0;0;0;0;0;0;0;0;0;87;6;0;1;53299;3676;634;807;716820;745738;502;11356;1451;1484;567;0;0;46;802;0;0;5;0;6;3;2;0;12;0;0;729;207;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
05/05/2021;Araba/Álava;1;País Vasco;66;0;0;0;0;0;0;0;0;27696;0;0;0;0;0;0;0;0;0;0;67;0;0;1;27869;2589;214;722;331549;835352;0;0;0;1059;443;0;0;66;633;0;0;0;0;0;0;0;0;0;0;0;623;3194;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""test diagnósitcos"". 12 en personas con residencia fuera de Euskadi"
05/05/2021;Asturias;33;Asturias, Principado de;51;42;9;0;134;0;0;48;1953;51094;48347;0;0;0;0;0;0;0;0;0;51;11;1;0;51096;8405;736;1951;1022800;49955;469;19095;131;1197;476;1131;441;51;68;42;63;0;0;0;7;6;0;4;0;0;68;1106;Dirección General de Salud del Principado de Asturias;"https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/;https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/_w_0ecb484e/DATOS/TABLAS_RESUMEN/asturias_resumen.csv";0
05/05/2021;Ávila;5;Castilla y León;17;0;0;0;14;0;0;8;732;0;12537;0;0;0;0;0;0;0;0;0;8;4;1;0;11674;1551;83;440;157640;0;507;46435;888;0;0;200;99;17;141;17;141;1;0;1;7;4;0;3;0;0;146;1269;0;0;
05/05/2021;Badajoz;6;Extremadura;35;0;0;0;25;0;0;4;904;0;49868;0;0;0;0;0;0;0;0;0;36;3;0;0;48796;3400;311;917;673559;0;59;13421;371;0;0;650;286;35;409;35;409;0;0;0;3;3;0;2;0;0;407;965;0;0;
05/05/2021;Balears, Illes;7;Balears, Illes;0;43;0;1336;36;0;0;26;825;59327;0;0;0;0;0;0;0;0;0;0;45;1;1;0;59592;4589;729;834;1149460;516129;226;7177;313;755;373;702;342;52;49;43;489;1;0;1;13;6;0;5;0;0;483;611;Conselleria de Salut i Consum - Govern Illes Balears;"https://www.caib.es/sites/covid-19/es/situacion_sanitaria_covid-19/;https://covid19ib.maps.arcgis.com/apps/opsdashboard/index.html#/c1cde29b86bd431287fd4225bb4193a4";
05/05/2021;Barcelona;8;Cataluña;0;583;0;0;934;0;0;249;17750;480460;444584;0;0;0;0;0;0;0;0;0;1215;45;6;10;436368;34843;2882;11133;5664579;848183;44;31335;1649;14374;6447;13729;6126;968;921;865;8751;13;0;1;123;104;0;73;0;0;986;2424;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
05/05/2021;Bizkaia;48;País Vasco;358;0;0;0;0;0;0;0;0;95742;0;0;0;0;0;0;0;0;0;0;351;22;0;4;95961;10391;909;2419;1152651;830624;0;0;0;5100;2412;0;0;358;3446;0;0;0;0;0;0;0;0;0;0;0;3391;4425;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""test diagnósitcos"". 12 en personas con residencia fuera de Euskadi"
05/05/2021;Burgos;9;Castilla y León;91;0;0;0;74;0;0;19;1368;0;35149;0;0;0;0;0;0;0;0;0;82;12;0;0;33624;3930;360;816;356958;0;532;38324;2073;0;0;1094;540;91;771;91;771;1;0;1;17;11;0;8;0;0;711;3065;0;0;
05/05/2021;Cáceres;10;Extremadura;21;0;0;0;26;0;0;6;855;0;24428;0;0;0;0;0;0;0;0;0;23;1;0;1;24840;2523;205;862;394151;0;152;21692;66;0;0;405;213;21;304;21;304;1;0;1;7;3;0;2;0;0;31;1028;0;0;
05/05/2021;Cádiz;11;Andalucía;0;0;0;0;121;0;0;28;1454;79129;0;0;0;0;0;0;0;0;0;0;62;4;0;2;77481;5444;622;1415;1240155;638057;226;11724;976;1781;742;0;0;88;1005;0;0;1;0;1;3;26;0;17;0;0;84;1436;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
05/05/2021;Cantabria;39;Cantabria;0;69;0;0;107;0;0;28;562;30438;29069;0;0;0;0;0;0;0;0;0;69;9;2;0;29288;3154;444;558;581078;52382;482;9672;1841;1394;650;1400;654;69;929;69;934;0;0;0;3;1;0;1;0;0;933;2409;Servicio Cántabro de Salud;"https://serviweb.scsalud.es:10443/ficheros/COVID19_historico.csv;https://www.scsalud.es/coronavirus";0
05/05/2021;Castellón/Castelló;12;Comunitat Valenciana;17;0;0;0;37;0;0;13;798;40380;0;0;0;0;0;0;0;0;0;0;24;1;0;0;40060;3456;426;792;579962;696253;224;1376;638;464;191;0;0;17;273;0;0;1;0;1;1;8;0;4;0;0;234;80;0;0;
05/05/2021;Ceuta;51;Ceuta;1;0;0;0;21;0;0;6;109;5769;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5769;375;53;110;84777;680491;708;12857;2477;87;18;0;0;1;32;0;0;1;0;9;1;5;0;5;0;0;26;1026;Sanidad;https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Actualizacion_369_COVID-19.pdf;
05/05/2021;Ciudad Real;13;Castilla - La Mancha;0;70;0;0;72;0;0;22;1711;0;45779;0;0;0;0;0;0;0;0;0;62;0;0;0;45307;5619;320;1708;495761;0;444;34513;1452;0;0;993;461;0;0;70;699;0;0;0;13;5;0;4;0;0;626;2003;0;0;
05/05/2021;Córdoba;14;Andalucía;0;0;0;0;114;0;0;39;940;50504;0;0;0;0;0;0;0;0;0;0;117;8;2;1;50226;4343;536;940;782979;645024;498;12005;1456;1535;689;0;0;89;943;0;0;2;0;2;7;6;0;3;0;0;93;196;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
05/05/2021;Coruña, A;15;Galicia;0;0;0;0;92;0;0;19;1163;57523;0;0;0;0;0;0;0;0;0;0;88;6;4;0;54668;6281;995;1103;1119596;513784;17;10388;822;984;466;0;0;92;666;92;666;1;0;1;3;3;0;2;0;0;641;879;0;0;0
05/05/2021;Cuenca;16;Castilla - La Mancha;0;27;0;0;13;0;0;2;538;0;19135;0;0;0;0;0;0;0;0;0;32;1;1;0;20296;2494;143;557;196329;0;102;27403;662;0;0;324;162;0;0;27;245;0;0;0;3;3;0;1;0;0;217;165;0;0;
05/05/2021;Gipuzkoa;20;País Vasco;237;0;0;0;0;0;0;0;0;65008;0;0;0;0;0;0;0;0;0;0;231;0;0;1;65838;2562;263;1199;723576;898427;0;0;0;4269;1751;0;0;237;2501;0;0;0;0;0;0;0;0;0;0;0;2494;590;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""test diagnósitcos"". 12 en personas con residencia fuera de Euskadi"
05/05/2021;Girona;17;Cataluña;0;176;0;0;165;0;0;47;2116;64696;62212;0;0;0;0;0;0;0;0;0;257;3;0;2;60933;1939;179;1421;771044;83907;61;27443;214;2906;1379;2888;1371;242;197;240;1959;3;0;1;27;23;0;16;0;0;2036;3746;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
05/05/2021;Granada;18;Andalucía;0;0;0;0;347;0;0;94;1694;83496;0;0;0;0;0;0;0;0;0;0;274;24;10;7;82831;7540;975;1668;914678;912846;1028;1852;3794;3869;1860;0;0;277;2493;0;0;1;0;1;23;26;0;11;0;0;2533;423;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
05/05/2021;Guadalajara;19;Castilla - La Mancha;0;68;0;0;51;0;0;20;620;0;25278;0;0;0;0;0;0;0;0;0;88;0;0;0;24737;1553;106;613;257762;0;776;24053;1979;0;0;1122;481;0;0;68;712;0;0;0;3;4;0;1;0;0;643;4353;0;0;
05/05/2021;Huelva;21;Andalucía;0;0;0;0;64;0;0;12;364;28657;0;0;0;0;0;0;0;0;0;0;95;13;0;2;28605;2107;154;366;521870;549121;23;6975;1226;1156;504;0;0;71;76;0;0;0;0;0;3;3;0;2;0;0;713;2215;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
